x
1	0.0362
2	0.0362
3	NA
4	NA
5	0.00026
6	NA
7	0.1704
8	0.1704
9	0.1704
10	0.22712
11	0.12398
12	0.12398
13	0.1704
14	NA
15	0.1704
16	0.1704
17	0.1704
18	0.1704
19	0.1704
20	0.1704
21	0.37549
22	0.29514
23	0.29514
24	0.29514
25	NA
26	NA
27	NA
28	0.00072
29	NA
30	NA
31	NA
32	0.02069
33	3.7e-05
34	7.9e-06
35	0.02069
36	0.02069
37	7.9e-06
38	7.9e-06
39	0.00414
40	7.9e-06
41	7.9e-06
42	0.00414
43	7.9e-06
44	7.9e-06
45	0.00414
46	0.00414
47	0.00414
48	0.01035
49	NA
50	NA
51	NA
52	NA
53	NA
54	NA
55	NA
56	NA
57	NA
58	NA
59	NA
60	NA
61	NA
62	0.0362
63	0.02069
64	1.8e-05
65	1.8e-05
66	1.8e-05
67	1.8e-05
68	1.8e-05
69	0.02069
70	0.02069
71	0.02069
72	NA
73	0.00052
74	0.00072
75	0.00072
76	0.00072
77	0.00072
78	0.00072
79	0.00072
80	0.00072
81	0.00072
82	0.00072
83	0.00072
84	0.00072
85	0.00072
86	0.00072
87	0.00072
88	0.00072
89	0.00072
90	0.00072
91	0.00072
92	0.00072
93	0.00072
94	0.00072
95	0.00072
96	0.00072
97	0.00072
98	0.00072
99	0.00072
100	0.00072
101	0.00072
102	0.00072
103	0.00072
104	0.00072
105	0.00072
106	0.00072
107	0.00072
108	0.00072
109	0.00072
110	0.00072
111	0.00072
112	0.00072
113	0.00072
114	0.00017
115	0.00072
116	0.00072
117	0.00072
118	0.00052
119	0.37549
120	0.00052
121	0.00052
122	0.37549
123	0.37549
124	0.00052
125	0.00072
126	0.00072
127	0.00072
128	0.00072
129	0.00052
130	0.00052
131	0.00052
132	0.00052
133	0.00072
134	0.00072
135	0.00072
136	0.00072
137	0.00072
138	0.00072
139	0.00072
140	0.00072
141	0.00072
142	0.00072
143	0.00072
144	0.00072
145	0.00052
146	0.00072
147	0.00072
148	0.00072
149	0.00052
150	0.00072
151	0.00072
152	0.00052
153	0.00072
154	0.00052
155	0.00072
156	0.00072
157	0.00072
158	0.00072
159	0.00072
160	0.00072
161	0.00072
162	0.00072
163	0.00072
164	0.00072
165	0.00072
166	0.00072
167	0.00072
168	0.00072
169	0.00072
170	0.00072
171	0.00072
172	0.00072
173	0.00072
174	0.00072
175	0.00052
176	0.00072
177	0.00072
178	NA
179	NA
180	NA
181	NA
182	NA
183	0.0579
184	0.0579
185	0.0579
186	0.0579
187	NA
188	0.00072
189	0.00072
190	0.00072
191	0.00072
192	0.00072
193	0.00072
194	0.00072
195	0.00052
196	0.00072
197	NA
198	0.00072
199	0.00072
200	0.00072
201	0.00072
202	0.00072
203	0.00072
204	0.00072
205	0.00072
206	0.00072
207	0.00072
208	0.00072
209	0.00072
210	0.00072
211	0.00072
212	0.00072
213	0.00072
214	0.00072
215	0.00072
216	0.00072
217	0.00072
218	0.00072
219	0.00072
220	0.00072
221	0.00072
222	0.00072
223	0.00072
224	0.00072
225	0.00072
226	0.00072
227	0.00072
228	0.00072
229	0.00052
230	0.00052
231	0.00052
232	0.00052
233	0.00072
234	0.00052
235	0.00052
236	0.00052
237	0.00052
238	0.00052
239	0.00052
240	0.00052
241	0.00052
242	NA
243	NA
244	NA
245	NA
246	NA
247	NA
248	NA
249	NA
